"as_of_date","borrower_contract_reference_number","borrower_country","borrower_country_code","contract_description","contract_signing_date","fiscal_year","major_sector","procurement_category","procurement_method","procurement_type","product_line","project_id","project_name","region","supplier","supplier_contract_amount_usd","supplier_country","supplier_country_code","wb_contract_number"
"2018-04-10T00:00:00.000","#","Gambia, The","GM","Printing of CM, SBCC, UCT and FNS Material","2017-06-15T00:00:00.000","2017","Health","GOODS","Direct Selection","Miscellaneous","IBRD/IDA","P143650","GM-Maternal & Child Nutr & Hlth Results","AFRICA","QUALITY PRINT ENTERRPISE","109399.56","Gambia, The","GM","1548866"
"2018-04-10T00:00:00.000","MZ-MEDH-1268-CS-UN","Mozambique","MZ","Contract for Technical assistence for Reahabilitation of con","2017-06-07T00:00:00.000","2017","Education","CONSULTANT SERVICES","UN Agencies (Direct)","Not assigned","IBRD/IDA","P156559","MZ - Emergency Recovery Project","AFRICA","UNITED NATIONS HUMAN SETTLEMENTS PROGRAMME (UN-HABITAT)","998398.37","World","1W","1547250"
"2018-04-10T00:00:00.000","FOUR-PASE1-NSIC-2016/2017","Senegal","SN","FOURNITURE ET INSTALLATION D'UN NOUVEAU SYSTÈME DE GESTION D","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P125565","SN - Electricity Sector Support (FY12)","AFRICA","SIDI","4481128.81","Italy","IT","1547257"
"2018-04-10T00:00:00.000","FOUR-PASE1-NSIC-2016/2017","Senegal","SN","FOURNITURE ET INSTALLATION D'UN NOUVEAU SYSTÈME DE GESTION D","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P125565","SN - Electricity Sector Support (FY12)","AFRICA","SESAM INFORMATICS","4481128.81","Senegal","SN","1547257"
"2018-04-10T00:00:00.000","SO-MOF-11102-CS-QCBS","Somalia","SO","LEGAL EXPERT FOR IMPROVING THE LEGAL FRAMEWORK FOR    STRENG","2016-11-08T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","Recipient Executed A","P152241","Somali Core Economic Institutions SCORE","AFRICA","MAHMOUD AND GITAU ADVOCATES","100000.00","Kenya","KE","1547253"
"2018-04-10T00:00:00.000","FASE-010/17/DAQUI/DIR/GO","Mozambique","MZ","Provision of Textbooks for Classes 3 to 7","2017-06-20T00:00:00.000","2017","Education","GOODS","Direct Selection","Not assigned","IBRD/IDA","P125127","MZ-Education Sector Support Program","AFRICA","ALCANCE EDITORES","1096334.48","Mozambique","MZ","1547266"
"2018-04-10T00:00:00.000","SO-CSC-7809-GO-RFQ","Somalia","SO","its evaluated the office furniture suppliers for PCU Office","2017-04-12T00:00:00.000","2017","Public Admin","GOODS","Request for Quotations","Not assigned","Recipient Executed A","P155123","Somaliland Civil Service Reform Project","AFRICA","SUPER DATA TECH","24258.00","Somalia","SO","1547265"
"2018-04-10T00:00:00.000","NO. 044/2017/AMI/MERF-REDD+/PI/B","Togo","TG","Evaluation Environnementale et Sociale StratÃÂ©gique (EESS)","2017-07-10T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Consultant Qualification  Selection","Environmental Studies","Carbon Offset","P149942","REDD  Readiness preparation in Togo","AFRICA","GROUPEMENT WSP/LR/ENDE","302487.49","Canada","CA","1548307"
"2018-04-10T00:00:00.000","250/PDSS/2017/SC","Congo, Democrat","ZR","CONSULTANT INTERNATIONAL CONSEILLER TECHNIQUE A LA MISE EN P","2017-06-06T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Institution building","IBRD/IDA","P147555","DRC -Health System Strengthening Project","AFRICA","DIDIER RAMANANA-RAHARY","121135.00","France","FR","1551672"
"2018-04-10T00:00:00.000","KE-KPLC-5741-GO-RFB","Kenya","KE","Supply of Prepaid Meters - Electrification Program-Contract:","2017-06-08T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","SHENZHEN CLOU ELECTRONICS CO., LTD","9368750.00","China","CN","1547271"
"2018-04-10T00:00:00.000","KE-KPLC-5741-GO-RFB","Kenya","KE","Supply of Prepaid Meters - Electrification Program-Contract:","2017-06-02T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","SHENZHEN CLOU ELECTRONICS CO., LTD","3765625.00","China","CN","1547282"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","TIMSALES LTD","7642098.89","Kenya","KE","1547283"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","ZEN EAST AFRICA","1781161.50","Kenya","KE","1547284"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","THE WATTLE CO.LTD","1781161.50","Zimbabwe","ZW","1547284"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","TIMSALES LTD","2433728.21","Kenya","KE","1547285"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-04-25T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","PESHMAC INVESTMENT LTD","675574.63","Kenya","KE","1547286"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-04-25T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","WILAN MILLENNIUM TRADING HOUSE","675574.63","Kenya","KE","1547286"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-04-25T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","DIAMOND GATE GENERAL TRADING","675574.63","Kenya","KE","1547286"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","LINE ENTERPRISES LTD","477742.55","Kenya","KE","1547287"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","SUFFOLK WOOD TREATMENT WORKS LTD","477742.55","Kenya","KE","1547287"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-17T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","MAKUYU WOOD TREATMENT PLANT LTD","477742.55","Kenya","KE","1547287"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-21T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","K.B SAGHANI AND SONS LTD","1194701.97","Kenya","KE","1547288"
"2018-04-10T00:00:00.000","KE-KPLC-4783-GO-RFB","Kenya","KE","Supply of Wooden Poles - Electrification Program-Contract: K","2017-03-21T00:00:00.000","2017","Energy & Extractives","GOODS","Request for Bids","Not assigned","IBRD/IDA","P120014","KE Electricity Modernization Project","AFRICA","TRUCKS CITY LTD","1194701.97","Kenya","KE","1547288"
"2018-04-10T00:00:00.000","SO-MOF-SL-11616-CS-CDS","Somalia","SO","EXTERNAL AUDIT SERVICES FY 2016","2017-05-25T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Direct Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","BAKER TILLY MERALI ‘S  CERTIFIED PUBLIC ACCOUNTANTS (K)","25764.00","Kenya","KE","1547290"
"2018-04-10T00:00:00.000","SO-MOF-SL-10008-GO-RFQ","Somalia","SO","Purchase of 2, 15 seater mini-buses","2017-05-31T00:00:00.000","2017","Public Admin","GOODS","Request for Quotations","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","DUBAI MOTORS","61000.00","Somalia","SO","1547280"
"2018-04-10T00:00:00.000","SO-HM-10498-GO-RFQ","Somalia","SO","PIU Office Furniture","2017-06-06T00:00:00.000","2017","Transportation","GOODS","Request for Quotations","Not assigned","Recipient Executed A","P150374","Somali Urban Investment Planning","AFRICA","SUPER DATA TECHNOLOGY","3685.00","Somalia","SO","1547289"
"2018-04-10T00:00:00.000","KE-MOWI-8291-CS-QCBS","Kenya","KE","Consultancy Services for Design and Construction Supervision","2017-05-26T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P117635","KE Enhancing Wat Security & Climate Res","AFRICA","SEURECA","692220.15","France","FR","1547301"
"2018-04-10T00:00:00.000","KE-MOWI-8302-CS-QCBS","Kenya","KE","Consultancy services for Implementation Support Consultants","2017-05-11T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P117635","KE Enhancing Wat Security & Climate Res","AFRICA","AURECON AMEI","5611318.79","Mauritius","MU","1547302"
"2018-04-10T00:00:00.000","KE-MOWI-8291-CS-QCBS","Kenya","KE","Consultancy Services for Design and Construction Supervision","2017-05-26T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P117635","KE Enhancing Wat Security & Climate Res","AFRICA","SEURECA","601855.13","France","FR","1547303"
"2018-04-10T00:00:00.000","FASE-012-A2/17/DAQUI/DIR/GO","Mozambique","MZ","Provision of Textbooks for Classes 3 to 7For 2018","2017-08-14T00:00:00.000","2017","Education","GOODS","Direct Selection","Not assigned","IBRD/IDA","P125127","MZ-Education Sector Support Program","AFRICA","PEARSON MOZAMBIQUE","1027606.96","Mozambique","MZ","1547305"
"2018-04-10T00:00:00.000","FASE-009-B1/17/DAQUI/DIR/GO","Mozambique","MZ","Provision of Textbooks for Classes 3 to 7","2017-06-30T00:00:00.000","2017","Education","GOODS","Direct Selection","Not assigned","IBRD/IDA","P125127","MZ-Education Sector Support Program","AFRICA","PORTO EDITORA, SA","3359964.88","Portugal","PT","1547306"
"2018-04-10T00:00:00.000","TZ-CTF-14385-CS-CDS","Tanzania","TZ","Executive Secretary for SAGCOT CTF","2017-05-30T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P125728","TZ-SAGCOT Investment Project","AFRICA","JOHN JOEL KYARUZI","894438.60","Tanzania","TZ","1547313"
"2018-04-10T00:00:00.000","CONTRAT NO 253/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Policy and Strategy","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CERAGEM SARL","157030.28","Benin","BJ","1549618"
"2018-04-10T00:00:00.000","CONTRAT NO 263/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","COSMOS CONSULTING","152097.95","Benin","BJ","1549579"
"2018-04-10T00:00:00.000","CONTRAT NO 247/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","ETS RATH CENTER","176587.22","Benin","BJ","1549580"
"2018-04-10T00:00:00.000","CONTRAT NO 251/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","SAFA GROUP","166502.73","Benin","BJ","1549581"
"2018-04-10T00:00:00.000","CONTRAT NO 270/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CIFOR-CONSEILS SARL","156659.98","Benin","BJ","1549585"
"2018-04-10T00:00:00.000","CONTRAT NO 244/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","ETS RATH CENTER","178400.10","Benin","BJ","1549586"
"2018-04-10T00:00:00.000","CONTRAT NO 269/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","COSMOS CONSULTING","122327.96","Benin","BJ","1549609"
"2018-04-10T00:00:00.000","CONTRAT NO 243/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CIFOR-CONSEILS SARL","168670.55","Benin","BJ","1549611"
"2018-04-10T00:00:00.000","CONTRAT NO 250/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","SAFA GROUP","176232.28","Benin","BJ","1549612"
"2018-04-10T00:00:00.000","CONTRAT NO 262/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CEFAC","126406.50","Benin","BJ","1549613"
"2018-04-10T00:00:00.000","CONTRAT NO 248/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","DJONDO MANAGEMENT & DEVELOPMENT (DMD)","209363.47","Benin","BJ","1549615"
"2018-04-10T00:00:00.000","CONTRAT NO 257/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CIFOR-CONSEILS SARL","64343.76","Benin","BJ","1549616"
"2018-04-10T00:00:00.000","CONTRAT NO 261/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CESAD-AFRIQUE","116934.05","Benin","BJ","1549619"
"2018-04-10T00:00:00.000","CONTRAT NO 252/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CERAGEM SARL","96878.26","Benin","BJ","1549620"
"2018-04-10T00:00:00.000","CONTRAT NO 266/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CEFAC","145850.25","Benin","BJ","1549621"
"2018-04-10T00:00:00.000","CONTRAT NO 249/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","NKW CONSULTING SARL","114894.78","Benin","BJ","1549622"
"2018-04-10T00:00:00.000","CONTRAT NO 255/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","CESAD-AFRIQUE","166873.03","Benin","BJ","1549623"
"2018-04-10T00:00:00.000","CONTRAT NO 272/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","METAMORPHOSE SARL","104681.73","Benin","BJ","1549624"
"2018-04-10T00:00:00.000","CONTRAT NO 265/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","MAXI MARKETING","126889.99","Benin","BJ","1549625"
"2018-04-10T00:00:00.000","CONTRAT NO 254/MEF/MTFPAS/DNCMP/","Benin","BJ","SERVICE DE CONSULTATION POUR LA FORMATION, SUIVI ET ACCOMPAG","2017-08-08T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P132667","BJ-Youth Employment (FY14)","AFRICA","ETS CEFAGEM","142383.75","Benin","BJ","1549629"
